Region,Trust_type,Trust_subtype,Trust_code,Trust_name,Domain,Sub-domain,Metric_ID,Metric_description,Reporting_date,Units,Value,Median_value,Lower_quartile,Upper_quartile,Rank
North East,Acute trust,Acute - Medium,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.84,,,,30.0
North West,Acute trust,Acute - Small,RJN,East Cheshire NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.19,,,,75.0
North West,Acute trust,Acute - Small,RJR,Countess of Chester Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.54,,,,115.0
London,Acute trust,Acute - Teaching,RJZ,King's College Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.31,,,,89.0
Midlands,Acute trust,Acute - Medium,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.11,,,,58.0
South West,Acute trust,Acute - Teaching,RK9,University Hospitals Plymouth NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.45,,,,99.0
Midlands,Acute trust,Acute - Teaching,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,3.39,,,,133.0
London,Acute trust,Acute - Multi-Service,RKE,Whittington Health NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.11,,,,58.0
Midlands,Acute trust,Acute - Specialist,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.46,,,,15.0
Midlands,Acute trust,Acute - Large,RL4,The Royal Wolverhampton NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.13,,,,68.0
Midlands,Acute trust,Acute - Multi-Service,RLQ,Wye Valley NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.18,,,,74.0
Midlands,Acute trust,Acute - Small,RLT,George Eliot Hospital NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.66,,,,125.0
East,Acute trust,Acute - Teaching,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.3,,,,87.0
North West,Acute trust,Acute - Teaching,RM3,Northern Care Alliance NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.52,,,,111.0
North West,Acute trust,Acute - Medium,RMC,Bolton NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.45,,,,99.0
North West,Acute trust,Acute - Small,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.21,,,,79.0
South West,Acute trust,Acute - Medium,RN3,Great Western Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.23,,,,82.0
South East,Acute trust,Acute - Large,RN5,Hampshire Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.56,,,,117.0
South East,Acute trust,Acute - Small,RN7,Dartford and Gravesham NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.31,,,,89.0
Midlands,Acute trust,Acute - Medium,RNA,The Dudley Group NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.12,,,,66.0
North East,Acute trust,Acute - Medium,RNN,North Cumbria Integrated Care NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.48,,,,108.0
Midlands,Acute trust,Acute - Small,RNQ,Kettering General Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.53,,,,112.0
Midlands,Acute trust,Acute - Medium,RNS,Northampton General Hospital NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.11,,,,58.0
South West,Acute trust,Acute - Small,RNZ,Salisbury NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.67,,,,126.0
London,Acute trust,Acute - Specialist,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.0,,,,1.0
North East,Acute trust,Acute - Teaching,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.75,,,,22.0
London,Acute trust,Acute - Specialist,RP6,Moorfields Eye Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.0,,,,1.0
South East,Acute trust,Acute - Medium,RPA,Medway NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,3.57,,,,134.0
South East,Acute trust,Acute - Specialist,RPC,Queen Victoria Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.0,,,,1.0
London,Acute trust,Acute - Specialist,RPY,The Royal Marsden NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.25,,,,14.0
Midlands,Acute trust,Acute - Specialist,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.5,,,,16.0
London,Acute trust,Acute - Teaching,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.78,,,,24.0
East,Acute trust,Acute - Small,RQW,The Princess Alexandra Hospital NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,3.0,,,,132.0
London,Acute trust,Acute - Teaching,RQX,Homerton Healthcare NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.51,,,,18.0
North East,Acute trust,Acute - Medium,RR7,Gateshead Health NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.69,,,,128.0
North East,Acute trust,Acute - Teaching,RR8,Leeds Teaching Hospitals NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.47,,,,105.0
North West,Acute trust,Acute - Medium,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.12,,,,66.0
Midlands,Acute trust,Acute - Specialist,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.0,,,,1.0
Midlands,Acute trust,Acute - Teaching,RRK,University Hospitals Birmingham NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.59,,,,119.0
London,Acute trust,Acute - Teaching,RRV,University College London Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.11,,,,9.0
North East,Acute trust,Acute - Teaching,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.23,,,,82.0
South West,Acute trust,Acute - Large,RTE,Gloucestershire Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.11,,,,58.0
North East,Acute trust,Acute - Large,RTF,Northumbria Healthcare NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.74,,,,21.0
Midlands,Acute trust,Acute - Teaching,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.31,,,,89.0
South East,Acute trust,Acute - Teaching,RTH,Oxford University Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.97,,,,40.0
South East,Acute trust,Acute - Medium,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.97,,,,40.0
South East,Acute trust,Acute - Medium,RTP,Surrey and Sussex Healthcare NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.57,,,,118.0
North East,Acute trust,Acute - Teaching,RTR,South Tees Hospitals NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.09,,,,57.0
North West,Acute trust,Acute - Teaching,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.2,,,,76.0
South West,Acute trust,Acute - Large,RVJ,North Bristol NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.53,,,,112.0
London,Acute trust,Acute - Teaching,RVR,Epsom and St Helier University Hospitals NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.08,,,,55.0
South East,Acute trust,Acute - Teaching,RVV,East Kent Hospitals University NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.84,,,,131.0
North East,Acute trust,Acute - Medium,RVW,North Tees and Hartlepool NHS Foundation Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.2,,,,76.0
North East,Acute trust,Acute - Teaching,RWA,Hull University Teaching Hospitals NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.97,,,,40.0
Midlands,Acute trust,Acute - Large,RWD,United Lincolnshire Hospitals NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.39,,,,94.0
Midlands,Acute trust,Acute - Teaching,RWE,University Hospitals of Leicester NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,1.83,,,,26.0
South East,Acute trust,Acute - Large,RWF,Maidstone and Tunbridge Wells NHS Trust,Effectiveness and experience,Effectiveness and experience domain score,OF4005,Effectiveness and experience domain score,Q1 2025/26,score,2.0,,,,51.0
