"RXCUI","DRUG_DESCRIPTION","VOCABULARY","CODE","INDICATION_DESCRIPTION"
77655,"zoledronic acid","ICD9CM","733.00","Osteoporosis NOS"
77655,"zoledronic acid","ICD9CM","800-829.99","FRACTURES"
77655,"zoledronic acid","ICD9CM","829","Fracture of unspecified bones"
77655,"zoledronic acid","ICD9CM","E887","Fracture, cause NOS"
78903,"capreomycin","ICD10CM","A15-A19","Tuberculosis (A15-A19)"
78903,"capreomycin","ICD10CM","A15.7","Primary respiratory tuberculosis"
78903,"capreomycin","ICD10CM","A15.9","Respiratory tuberculosis unspecified"
78903,"capreomycin","ICD10CM","A31.9","Mycobacterial infection, unspecified"
78903,"capreomycin","ICD9CM","010-018.99","TUBERCULOSIS"
78903,"capreomycin","ICD9CM","030","Leprosy"
78903,"capreomycin","ICD9CM","030.9","Leprosy, unspecified"
78903,"capreomycin","ICD9CM","031.9","Mycobacterial dis NOS"
81638,"strontium-89","ICD10CM","R52","Pain NOS"
81638,"strontium-89","ICD9CM","338-338.99","PAIN"
81638,"strontium-89","ICD9CM","780.99","Other general symptoms"
81647,"phenylbutyrate","ICD10CM","D47.1","Chronic myeloproliferative disease"
81647,"phenylbutyrate","ICD10CM","D53.1","Other megaloblastic anemias, not elsewhere classified"
81647,"phenylbutyrate","ICD10CM","D56.0","Alpha thalassemia"
81647,"phenylbutyrate","ICD10CM","D56.1","Beta thalassemia"
81647,"phenylbutyrate","ICD10CM","D57","Sickle-cell disorders"
81647,"phenylbutyrate","ICD10CM","D57.00","Hb-SS disease with crisis, unspecified"
81647,"phenylbutyrate","ICD10CM","D57.02","Hb-SS disease with splenic sequestration"
81647,"phenylbutyrate","ICD10CM","D57.1","Sickle-cell anemia NOS"
81647,"phenylbutyrate","ICD10CM","D57.80","Other sickle-cell disorders without crisis"
81647,"phenylbutyrate","ICD10CM","E08.9","Diabetes mellitus due to underlying condition without complications"
81647,"phenylbutyrate","ICD10CM","E72.2","Disorders of urea cycle metabolism"
81647,"phenylbutyrate","ICD10CM","E72.20","Disorder of urea cycle metabolism, unspecified"
81647,"phenylbutyrate","ICD10CM","E84","Cystic fibrosis"
81647,"phenylbutyrate","ICD10CM","E84.0","Cystic fibrosis with pulmonary manifestations"
81647,"phenylbutyrate","ICD10CM","E84.11","Meconium ileus in cystic fibrosis"
81647,"phenylbutyrate","ICD10CM","E84.19","Cystic fibrosis with other intestinal manifestations"
81647,"phenylbutyrate","ICD10CM","E84.8","Cystic fibrosis with other manifestations"
81647,"phenylbutyrate","ICD10CM","E84.9","Cystic fibrosis, unspecified"
81647,"phenylbutyrate","ICD10CM","K29.70","Gastritis, unspecified, without bleeding"
81647,"phenylbutyrate","ICD10CM","K86.9","Disease of pancreas, unspecified"
81647,"phenylbutyrate","ICD10CM","L65.9","Nonscarring hair loss, unspecified"
81647,"phenylbutyrate","ICD10CM","L73.8","Other specified follicular disorders"
81647,"phenylbutyrate","ICD10CM","O99.02","Anemia complicating childbirth"
81647,"phenylbutyrate","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
81647,"phenylbutyrate","ICD9CM","238.79","Other lymphatic and hematopoietic tissues"
81647,"phenylbutyrate","ICD9CM","270.6","Dis urea cycle metabol"
81647,"phenylbutyrate","ICD9CM","277.0","Cystic fibrosis"
81647,"phenylbutyrate","ICD9CM","282.44","Beta thalassemia"
81647,"phenylbutyrate","ICD9CM","282.49","Other thalassemia"
81647,"phenylbutyrate","ICD9CM","282.6","Sickle-cell disease"
81647,"phenylbutyrate","ICD9CM","282.60","Sickle cell disease NOS"
81864,"alitretinoin","ICD10CM","C46","Kaposi's sarcoma"
81864,"alitretinoin","ICD10CM","C46.9","Kaposi's sarcoma of unspecified site"
81864,"alitretinoin","ICD10CM","L98.9","Disorder of the skin and subcutaneous tissue, unspecified"
81864,"alitretinoin","ICD10CM","P83.9","Condition of the integument specific to newborn, unspecified"
81864,"alitretinoin","ICD9CM","176","Kaposi's sarcoma"
81864,"alitretinoin","ICD9CM","176.9","Kaposi s sarcoma, unspecified site"
81864,"alitretinoin","ICD9CM","680-709.99","DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUE"
81864,"alitretinoin","ICD9CM","702.0","Actinic keratosis"
81864,"alitretinoin","ICD9CM","702.1","Seborrheic keratosis"
81864,"alitretinoin","ICD9CM","709.9","Unspecified disorder of skin and subcutaneous tissue"
82003,"docusate","ICD10CM","K59.0","Constipation"
82003,"docusate","ICD10CM","K59.00","Constipation, unspecified"
82003,"docusate","ICD10CM","K64","piles"
82003,"docusate","ICD10CM","K64.9","Unspecified hemorrhoids"
82003,"docusate","ICD9CM","455","Hemorrhoids"
82003,"docusate","ICD9CM","564.0","Constipation"
82003,"docusate","ICD9CM","564.00","Constipation NOS"
82122,"levofloxacin","ICD10CM","A02.9","Salmonella infection, unspecified"
82122,"levofloxacin","ICD10CM","A04.8","Other specified bacterial intestinal infections"
82122,"levofloxacin","ICD10CM","A07.9","Protozoal intestinal disease, unspecified"
82122,"levofloxacin","ICD10CM","A15","Respiratory tuberculosis"
82122,"levofloxacin","ICD10CM","A15.0","Tuberculosis of lung"
82122,"levofloxacin","ICD10CM","A15.9","Respiratory tuberculosis unspecified"
82122,"levofloxacin","ICD10CM","A48.1","Legionnaires' disease"
82122,"levofloxacin","ICD10CM","A49","Bacterial infection of unspecified site"
82122,"levofloxacin","ICD10CM","A49.01","Methicillin susceptible Staphylococcus aureus infection, unspecified site"
82122,"levofloxacin","ICD10CM","A49.1","Streptococcal infection, unspecified site"
82122,"levofloxacin","ICD10CM","A49.3","Mycoplasma infection, unspecified site"
82122,"levofloxacin","ICD10CM","A49.8","Other bacterial infections of unspecified site"
82122,"levofloxacin","ICD10CM","A49.9","Bacterial infection, unspecified"
82122,"levofloxacin","ICD10CM","A58","Granuloma inguinale"
82122,"levofloxacin","ICD10CM","A74.9","Chlamydial infection, unspecified"
82122,"levofloxacin","ICD10CM","B50-B64","Protozoal diseases (B50-B64)"
82122,"levofloxacin","ICD10CM","B64","Unspecified protozoal disease"
82122,"levofloxacin","ICD10CM","B96.1","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere"
82122,"levofloxacin","ICD10CM","B96.20","Escherichia coli [E. coli] NOS"
82122,"levofloxacin","ICD10CM","B96.4","Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere"
82122,"levofloxacin","ICD10CM","B96.89","Other specified bacterial agents as the cause of diseases classified elsewhere"
82122,"levofloxacin","ICD10CM","B99.9","Unspecified infectious disease"
82122,"levofloxacin","ICD10CM","G00.8","Other bacterial meningitis"
82122,"levofloxacin","ICD10CM","H44.009","Unspecified purulent endophthalmitis, unspecified eye"
82122,"levofloxacin","ICD10CM","J01.00","Acute maxillary sinusitis, unspecified"
82122,"levofloxacin","ICD10CM","J15.0","Pneumonia due to Klebsiella pneumoniae"
82122,"levofloxacin","ICD10CM","J15.6","Pneumonia due to other Gram-negative bacteria"
82122,"levofloxacin","ICD10CM","J15.9","Unspecified bacterial pneumonia"
82122,"levofloxacin","ICD10CM","J18.9","Pneumonia, unspecified organism"
82122,"levofloxacin","ICD10CM","J20.9","Acute bronchitis, unspecified"
82122,"levofloxacin","ICD10CM","J32.0","Chronic maxillary sinusitis"
82122,"levofloxacin","ICD10CM","J40","Bronchitis NOS"
82122,"levofloxacin","ICD10CM","J42","Unspecified chronic bronchitis"
82122,"levofloxacin","ICD10CM","L08.9","Local infection of the skin and subcutaneous tissue, unspecified"
82122,"levofloxacin","ICD10CM","N10-N16","pyelonephritis"
82122,"levofloxacin","ICD10CM","N12","Pyelonephritis NOS"
82122,"levofloxacin","ICD10CM","N16","Pyelonephritis"
82122,"levofloxacin","ICD10CM","N30.90","Cystitis, unspecified without hematuria"
82122,"levofloxacin","ICD10CM","N39.0","Urinary tract infection, site not specified"
82122,"levofloxacin","ICD10CM","P39.3","Neonatal urinary tract infection"
82122,"levofloxacin","ICD10CM","P39.4","Neonatal skin infection"
82122,"levofloxacin","ICD10CM","P39.9","Infection specific to the perinatal period, unspecified"
82122,"levofloxacin","ICD10CM","Y95","Nosocomial condition"
82122,"levofloxacin","ICD9CM","001-139.99","INFECTIOUS AND PARASITIC DISEASES"
82122,"levofloxacin","ICD9CM","003.0","Salmonella gastroenteritis"
82122,"levofloxacin","ICD9CM","003.9","Salmonella infection NOS"
82122,"levofloxacin","ICD9CM","007.9","Unspecified protozoal intestinal disease"
82122,"levofloxacin","ICD9CM","011","Pulmonary tuberculosis"
82122,"levofloxacin","ICD9CM","011.9","Unspecified pulmonary tuberculosis"
82122,"levofloxacin","ICD9CM","011.90","Pulmonary TB NOS-unspec"
82122,"levofloxacin","ICD9CM","041.00","Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified"
82122,"levofloxacin","ICD9CM","041.10","Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
82122,"levofloxacin","ICD9CM","041.4","Escherichia coli [E. coli] infection in conditions classified elsewhere and of unspecified site"
82122,"levofloxacin","ICD9CM","041.49","E.coli infection NEC/NOS"
82122,"levofloxacin","ICD9CM","041.6","Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site"
82122,"levofloxacin","ICD9CM","041.7","Pseudomonas infection in conditions classified elsewhere and of unspecified site"
82122,"levofloxacin","ICD9CM","041.81","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma"
82122,"levofloxacin","ICD9CM","041.85","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms"
82122,"levofloxacin","ICD9CM","041.89","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
82122,"levofloxacin","ICD9CM","041.9","Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
82122,"levofloxacin","ICD9CM","079.98","Unspecified chlamydial infection"
82122,"levofloxacin","ICD9CM","136.8","Other specified infectious and parasitic diseases"
82122,"levofloxacin","ICD9CM","136.9","Unspecified infectious and parasitic diseases"
82122,"levofloxacin","ICD9CM","379.99","Other ill-defined disorders of eye"
82122,"levofloxacin","ICD9CM","480-488.99","PNEUMONIA AND INFLUENZA"
82122,"levofloxacin","ICD9CM","482.84","Legionnaires' disease"
82122,"levofloxacin","ICD9CM","482.9","Bacterial pneumonia NOS"
82122,"levofloxacin","ICD9CM","486","Pneumonia, organism unspecified"
82122,"levofloxacin","ICD9CM","487.0","Influenza with pneumonia"
82122,"levofloxacin","ICD9CM","490","Bronchitis NOS"
82122,"levofloxacin","ICD9CM","590.80","Pyelonephritis NOS"
82122,"levofloxacin","ICD9CM","599.0","Urin tract infection NOS"
82122,"levofloxacin","ICD9CM","686.8","Other specified local infections of skin and subcutaneous tissue"
82242,"chlorophyllin copper complex","ICD10CM","R52","Pain NOS"
82242,"chlorophyllin copper complex","ICD9CM","338-338.99","PAIN"
82242,"chlorophyllin copper complex","ICD9CM","780.99","Other general symptoms"
82819,"acamprosate","ICD10CM","F10.10","Alcohol abuse, uncomplicated"
82819,"acamprosate","ICD10CM","F10.2","Alcohol dependence"
82819,"acamprosate","ICD10CM","F10.20","Alcohol dependence, uncomplicated"
82819,"acamprosate","ICD10CM","F10.21","Alcohol dependence, in remission"
82819,"acamprosate","ICD10CM","F10.29","Alcohol dependence with unspecified alcohol-induced disorder"
82819,"acamprosate","ICD10CM","O99.310","Alcohol use complicating pregnancy, unspecified trimester"
82819,"acamprosate","ICD10CM","O99.314","Alcohol use complicating childbirth"
82819,"acamprosate","ICD9CM","303","Alcohol dependence syndrome"
82819,"acamprosate","ICD9CM","303.90","Other and unspecified alcohol dependence, unspecified"
83008,"bicalutamide","ICD10CM","C61","Malignant neoplasm of prostate"
83008,"bicalutamide","ICD10CM","C79.51","Secondary malignant neoplasm of bone"
83008,"bicalutamide","ICD10CM","C79.9","Secondary malignant neoplasm of unspecified site"
83008,"bicalutamide","ICD10CM","C85.86","Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes"
83008,"bicalutamide","ICD10CM","C85.96","Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
83008,"bicalutamide","ICD10CM","D49.59","Neoplasm of unspecified behavior of other genitourinary organ"
83008,"bicalutamide","ICD9CM","185","Malign neopl prostate"
83008,"bicalutamide","ICD9CM","199.1","Other malignant neoplasm without specification of site"
83008,"bicalutamide","ICD9CM","239.5","Neoplasm of unspecified nature of other genitourinary organs"
83171,"cidofovir","ICD10CM","B20","Human immunodeficiency virus [HIV] disease"
83171,"cidofovir","ICD10CM","B25","Cytomegaloviral disease"
83171,"cidofovir","ICD10CM","B25.8","Other cytomegaloviral diseases"
83171,"cidofovir","ICD10CM","B25.9","Cytomegaloviral disease, unspecified"
83171,"cidofovir","ICD10CM","H20.039","Secondary infectious iridocyclitis, unspecified eye"
83171,"cidofovir","ICD10CM","H30.90","Unspecified chorioretinal inflammation, unspecified eye"
83171,"cidofovir","ICD10CM","H30.91","Unspecified chorioretinal inflammation, right eye"
83171,"cidofovir","ICD10CM","H30.92","Unspecified chorioretinal inflammation, left eye"
83171,"cidofovir","ICD10CM","H30.93","Unspecified chorioretinal inflammation, bilateral"
83171,"cidofovir","ICD10CM","H32","Chorioretinal disorders in diseases classified elsewhere"
83171,"cidofovir","ICD10CM","O98.72","Human immunodeficiency virus [HIV] disease complicating childbirth"
83171,"cidofovir","ICD9CM","042","Human immunodeficiency virus [HIV] disease"
83171,"cidofovir","ICD9CM","042-042.99","HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION"
83171,"cidofovir","ICD9CM","078.5","Cytomegaloviral disease"
83367,"atorvastatin","ICD10CM","E78.00","Fredrickson's hyperlipoproteinemia, type IIa"
83367,"atorvastatin","ICD10CM","E78.01","Familial hypercholesterolemia"
83367,"atorvastatin","ICD10CM","E78.1","Pure hyperglyceridemia"
83367,"atorvastatin","ICD10CM","E78.2","Combined hyperlipidemia NOS"
83367,"atorvastatin","ICD10CM","E78.3","Hyperchylomicronemia"
83367,"atorvastatin","ICD10CM","E78.5","Hyperlipidemia, unspecified"
83367,"atorvastatin","ICD10CM","I10","Essential (primary) hypertension"
83367,"atorvastatin","ICD10CM","I20","Angina pectoris"
83367,"atorvastatin","ICD10CM","I20.8","Angina of effort"
83367,"atorvastatin","ICD10CM","I20.9","Angina NOS"
83367,"atorvastatin","ICD10CM","I21","cardiac infarction"
83367,"atorvastatin","ICD10CM","I21.9","Acute myocardial infarction, unspecified"
83367,"atorvastatin","ICD10CM","I22","cardiac infarction"
83367,"atorvastatin","ICD10CM","I25.10","Atherosclerotic heart disease of native coronary artery without angina pectoris"
83367,"atorvastatin","ICD10CM","I51.9","Heart disease, unspecified"
83367,"atorvastatin","ICD10CM","I63.9","Cerebral infarction, unspecified"
83367,"atorvastatin","ICD10CM","I77.9","Disorder of arteries and arterioles, unspecified"
83367,"atorvastatin","ICD10CM","N28.9","Disorder of kidney and ureter, unspecified"
83367,"atorvastatin","ICD10CM","P29.2","Neonatal hypertension"
83367,"atorvastatin","ICD10CM","R07.9","Chest pain, unspecified"
83367,"atorvastatin","ICD9CM","272.0","Pure hypercholesterolemia"
83367,"atorvastatin","ICD9CM","272.4","Other and unspecified hyperlipidemia"
83367,"atorvastatin","ICD9CM","390-459.99","DISEASES OF THE CIRCULATORY SYSTEM"
83367,"atorvastatin","ICD9CM","401","Essential hypertension"
83367,"atorvastatin","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
83367,"atorvastatin","ICD9CM","401.9","Unspecified essential hypertension"
83367,"atorvastatin","ICD9CM","410","Acute myocardial infarction"
83367,"atorvastatin","ICD9CM","410-414.99","ISCHEMIC HEART DISEASE"
83367,"atorvastatin","ICD9CM","410.9","Acute myocardial infarction, unspecified site"
83367,"atorvastatin","ICD9CM","410.90","Acute myocardial infarction of unspecified site, episode of care unspecified"
83367,"atorvastatin","ICD9CM","413","Angina pectoris"
83367,"atorvastatin","ICD9CM","413.9","Other and unspecified angina pectoris"
83367,"atorvastatin","ICD9CM","414.0","Coronary atherosclerosis"
83367,"atorvastatin","ICD9CM","414.00","Coronary atherosclerosis of unspecified type of vessel, native or graft"
83367,"atorvastatin","ICD9CM","414.01","Coronary atherosclerosis of native coronary artery"
83367,"atorvastatin","ICD9CM","429.2","Ascvd"
83367,"atorvastatin","ICD9CM","429.9","Heart disease NOS"
83367,"atorvastatin","ICD9CM","430-438.99","CEREBROVASCULAR DISEASE"
83367,"atorvastatin","ICD9CM","434.91","Cerebral artery occlusion, unspecified with cerebral infarction"
83367,"atorvastatin","ICD9CM","436","Cva"
83367,"atorvastatin","ICD9CM","437.9","Unspecified cerebrovascular disease"
83367,"atorvastatin","ICD9CM","447.9","Unspecified disorders of arteries and arterioles"
83367,"atorvastatin","ICD9CM","459.9","Unspecified circulatory system disorder"
83367,"atorvastatin","ICD9CM","786.5","Chest pain"
83367,"atorvastatin","ICD9CM","786.50","Chest pain NOS"
83367,"atorvastatin","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
83395,"saquinavir","ICD10CM","B20","acquired immune deficiency syndrome [AIDS]"
83395,"saquinavir","ICD10CM","B20-B20","Human immunodeficiency virus [HIV] disease (B20)"
83395,"saquinavir","ICD10CM","O98.72","Human immunodeficiency virus [HIV] disease complicating childbirth"
